questions,ground_truth,modus,types_of_relation,atomic_idx,dataset_id,a,b,c
"If John thanks Jessica for helping with the report, then Jessica will start the presentation
John thanks Jessica for helping with the report

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will start the presentation
(b) Jessica will not start the presentation
(c) Jessica may or may not start the presentation",a,ponens,If-Event-Then-Event,26,76-strong,Jessica will start the presentation.,Jessica will not start the presentation.,Jessica may or may not start the presentation.
"If John says ""thank you"" to Anthony for helping Jessica, then John receives a certificate of appreciation
John says ""thank you"" to Anthony for helping Jessica

What necessarily had to follow assuming that the above premises were true?
(a) John receives a certificate of appreciation
(b) John does not receive a certificate of appreciation
(c) John may or may not receive a certificate of appreciation",a,ponens,If-Event-Then-Event,26,77-strong,John receives a certificate of appreciation,John does not receive a certificate of appreciation,John may or may not receive a certificate of appreciation
"If John says ""thank you"" to someone because Jessica helped with a project, then John will give Jessica half of a $100 lottery win
John says ""thank you"" to someone because Jessica helped with a project

What necessarily had to follow assuming that the above premises were true?
(a) John will give Jessica half of a $100 lottery win
(b) John will not give Jessica half of a $100 lottery win
(c) John may or may not give Jessica half of a $100 lottery win",a,ponens,If-Event-Then-Event,26,78-strong,John will give Jessica half of a $100 lottery win.,John will not give Jessica half of a $100 lottery win.,John may or may not give Jessica half of a $100 lottery win.
"If John thanks a teacher for Jessica's help with homework, then Jessica gets a candy bar
John thanks a teacher for Jessica's help with homework

What necessarily had to follow assuming that the above premises were true?
(a) Jessica gets a candy bar
(b) Jessica does not get a candy bar
(c) Jessica may or may not get a candy bar",a,ponens,If-Event-Then-Event,26,79-strong,Jessica gets a candy bar.,Jessica does not get a candy bar.,Jessica may or may not get a candy bar.
"If John expresses gratitude to Jessica, then Jessica will start cleaning the office
John expresses gratitude to Jessica

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will start cleaning the office
(b) Jessica will not start cleaning the office
(c) Jessica may or may not start cleaning the office",a,ponens,If-Event-Then-Event,26,80-strong,Jessica will start cleaning the office.,Jessica will not start cleaning the office.,Jessica may or may not start cleaning the office.
"If John says ""thank you"" to Alice for helping reach out to Ross, then John will invite Ross for a sandwich at Joe's Diner
John says ""thank you"" to Alice for helping reach out to Ross

What necessarily had to follow assuming that the above premises were true?
(a) John will invite Ross for a sandwich at Joe's Diner
(b) John will not invite Ross for a sandwich at Joe's Diner
(c) John may or may not invite Ross for a sandwich at Joe's Diner",a,ponens,If-Event-Then-Event,28,81-strong,John will invite Ross for a sandwich at Joe's Diner.,John will not invite Ross for a sandwich at Joe's Diner.,John may or may not invite Ross for a sandwich at Joe's Diner.
"If John thanks John for Jessica's assistance in contacting Ross, then John can go home and watch TV
John thanks John for Jessica's assistance in contacting Ross

What necessarily had to follow assuming that the above premises were true?
(a) John can go home and watch TV
(b) John cannot go home and watch TV
(c) John may or may not go home and watch TV",a,ponens,If-Event-Then-Event,28,82-strong,John can go home and watch TV.,John cannot go home and watch TV.,John may or may not go home and watch TV.
"If John expresses gratitude to Anthony for guiding Jessica to Ross's home, then John may invite Ross for a meal
John expresses gratitude to Anthony for guiding Jessica to Ross's home

What necessarily had to follow assuming that the above premises were true?
(a) John may invite Ross for a meal
(b) John may not invite Ross for a meal
(c) John may or may not invite Ross for a meal",a,ponens,If-Event-Then-Event,28,83-strong,John may invite Ross for a meal.,John may not invite Ross for a meal.,John may or may not invite Ross for a meal.
"If John expresses gratitude to someone for helping Jessica, then John is free to return to their residence for television viewing
John expresses gratitude to someone for helping Jessica

What necessarily had to follow assuming that the above premises were true?
(a) John is free to return to their residence for television viewing
(b) John is not free to return to their residence for television viewing
(c) John may or may not be free to return to their residence for television viewing",a,ponens,If-Event-Then-Event,28,84-strong,John is free to return to their residence for television viewing.,John is not free to return to their residence for television viewing.,John may or may not be free to return to their residence for television viewing.
"If John utters a threat, then Jessica seeks revenge
John utters a threat

What necessarily had to follow assuming that the above premises were true?
(a) Jessica seeks revenge
(b) Jessica does not seek revenge
(c) Jessica may or may not seek revenge",a,ponens,If-Event-Then-MentalState,32,85-strong,Jessica seeks revenge.,Jessica does not seek revenge.,Jessica may or may not seek revenge.
