questions,ground_truth,modus,types_of_relation,agreement_lv,atomic_idx,dataset_id,a,b,c
"If John selects movies that Jessica enjoys, then Jessica will share their favorite snacks with John
John selects movies that Jessica enjoys
If John accompanies Jessica during her movie marathons every weekend then Jessica will share their favorite snacks with John

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will share their favorite snacks with John
(b) Jessica will not share their favorite snacks with John
(c) Jessica may or may not share their favorite snacks with John",c,ponens,If-Event-Then-Event,4,576,913-strong,Jessica will share their favorite snacks with John.,Jessica will not share their favorite snacks with John.,Jessica may or may not share their favorite snacks with John.
"If John performs a song Jessica loves, then Jessica will express gratitude to John
John performs a song Jessica loves
If John surprises Jessica with her favorite homemade meal after a long day then Jessica will express gratitude to John

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will express gratitude to John
(b) Jessica will not express gratitude to John
(c) Jessica may or may not express gratitude to John",c,ponens,If-Event-Then-Event,4,576,914-strong,Jessica will express gratitude to John.,Jessica will not express gratitude to John.,Jessica may or may not express gratitude to John.
"If John plays jazz, which is Jessica's favorite genre, then Jessica will bake cookies for John
John plays jazz, which is Jessica's favorite genre
If John performs a live saxophone solo at the local community center where Jessica volunteers then Jessica will bake cookies for John

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will bake cookies for John
(b) Jessica will not bake cookies for John
(c) Jessica may or may not bake cookies for John",c,ponens,If-Event-Then-Event,5,576,915-strong,Jessica will bake cookies for John.,Jessica will not bake cookies for John.,Jessica may or may not bake cookies for John.
"If John follows the chess strategy outlined in Jessica's book, then John will checkmate Jessica
John follows the chess strategy outlined in Jessica's book
If John meticulously applies the tactics he has learned from a master that Jessica once trained under then John will checkmate Jessica

What necessarily had to follow assuming that the above premises were true?
(a) John will checkmate Jessica
(b) John will not checkmate Jessica
(c) John may or may not checkmate Jessica",c,ponens,If-Event-Then-Event,5,577,916-strong,John will checkmate Jessica.,John will not checkmate Jessica.,John may or may not checkmate Jessica.
"If John plays chess with Jessica by following the rules, then John will win the match
John plays chess with Jessica by following the rules
If John consistently makes strategic moves while Jessica makes several critical errors then John will win the match

What necessarily had to follow assuming that the above premises were true?
(a) John will win the match
(b) John will not win the match
(c) John may or may not win the match",c,ponens,If-Event-Then-Event,4,577,917-strong,John will win the match.,John will not win the match.,John may or may not win the match.
"If John copies Jessica's chess opening, then John checkmates Jessica
John copies Jessica's chess opening
If John learns from Jessica's strategies and predicts her moves accurately then John checkmates Jessica

What necessarily had to follow assuming that the above premises were true?
(a) John checkmates Jessica
(b) John does not checkmate Jessica
(c) John may or may not checkmate Jessica",c,ponens,If-Event-Then-Event,5,577,918-strong,John checkmates Jessica.,John does not checkmate Jessica.,John may or may not checkmate Jessica.
"If John copies Jessica's chess strategy, then John will win the game
John copies Jessica's chess strategy
If Jessica is a grandmaster with an undefeated record and John can flawlessly execute her tactics then John will win the game

What necessarily had to follow assuming that the above premises were true?
(a) John will win the game
(b) John will not win the game
(c) John may or may not win the game",c,ponens,If-Event-Then-Event,5,577,919-strong,John will win the game.,John will not win the game.,John may or may not win the game.
"If John is introduced to Jessica, then John smiles
John is introduced to Jessica
If John receives a sincere compliment from Jessica then John smiles

What necessarily had to follow assuming that the above premises were true?
(a) John smiles
(b) John does not smile
(c) John may or may not smile",c,ponens,If-Event-Then-MentalState,4,581,920-strong,John smiles.,John does not smile.,John may or may not smile.
"If John is introduced to Jessica, then Jessica smiles
John is introduced to Jessica
If a kind friend greets her warmly then Jessica smiles

What necessarily had to follow assuming that the above premises were true?
(a) Jessica smiles
(b) Jessica does not smile
(c) Jessica may or may not smile",c,ponens,If-Event-Then-MentalState,5,581,921-strong,Jessica smiles.,Jessica does not smile.,Jessica may or may not smile.
"If John meets Jessica at a local bar, then John leaves the bar with Jessica
John meets Jessica at a local bar
If John and Jessica finish their drinks and reach for their coats simultaneously then John leaves the bar with Jessica

What necessarily had to follow assuming that the above premises were true?
(a) John leaves the bar with Jessica
(b) John does not leave the bar with Jessica
(c) John may or may not leave the bar with Jessica",c,ponens,If-Event-Then-Event,5,586,922-strong,John leaves the bar with Jessica.,John does not leave the bar with Jessica.,John may or may not leave the bar with Jessica.
